ID	DOCULECT	SUBGROUP	CONCEPT	VALUE	IPA	TOKENS	COGIDS	MORPHEMES	STRUCTURE	NOTE	CHARACTERS	CHARACTER_IS
2460	Guangzhou		scratch	tsa⁵³	tsa⁵³	ts a ⁵³	518	scratch/抓	i n t		抓	
2461	Fuzhou		scratch	ma⁵⁵	ma⁵⁵	m a ⁵⁵	524	scratch/摣	i n t		摣	
2462	Fuzhou		scratch	tsua⁵⁵	tswa⁵⁵	ts w a ⁵⁵	518	scratch/抓	i m n t		抓	
2463	Xiamen		scratch	liaʔ⁵	ljaʔ⁵	l j a ʔ ⁵	525	scratch/掠	i m n c t		掠	
2464	Beijing	Mandarin	claw	tʂuᴀ²¹³	ʈʂwa̠²¹³	ʈʂ w a̠ ²¹³	526	claw/爪	i m n t		爪	
2465	Ha_erbin		claw	tʂua²¹³⁻²¹ tsɿ⁰	ʈʂwa²¹³+tsɿ⁰	ʈʂ w a ²¹³ + ts ɿ ⁰	526 19	claw/爪 _-child:SUF/子	i m n t + i n t		爪 子	
2466	Jinan		claw	tʂua⁴⁵⁻²¹⁴ tsɿ⁰	ʈʂwa⁴⁵+tsɿ⁰	ʈʂ w a ⁴⁵ + ts ɿ ⁰	526 19	claw/爪 _-child:SUF/子	i m n t + i n t		爪 子	
2467	Rongcheng		claw	tʂua²¹⁴ tsɿ⁰	ʈʂwa²¹⁴+tsɿ⁰	ʈʂ w a ²¹⁴ + ts ɿ ⁰	526 19	claw/爪 _-child:SUF/子	i m n t + i n t		爪 子	
2468	Taiyuan		claw	tsua⁵³	tswa⁵³	ts w a ⁵³	526	claw/爪	i m n t		爪	
2469	Xi_an		claw	pfɑ⁵³ tsɿ⁰	pfɑ⁵³+tsɿ⁰	pf ɑ ⁵³ + ts ɿ ⁰	526 19	claw/爪 _-child:SUF/子	i n t + i n t		爪 子	
2470	Chengdu		claw	tsua⁵³⁻⁵⁵ tsua²¹	tswa⁵³+tswa²¹	ts w a ⁵³ + ts w a ²¹	526 526	claw/爪 claw/爪	i m n t + i m n t		爪 爪	
2471	Nanjing		claw	tsuɑ¹¹⁻²¹ tsɿ⁰	tswɑ¹¹+tsɿ⁰	ts w ɑ ¹¹ + ts ɿ ⁰	526 19	claw/爪 _-child:SUF/子	i m n t + i n t		爪 子	
2472	Jixi		claw	tsɤ²¹³ tsɿ⁰	tsɤ²¹³+tsɿ⁰	ts ɤ ²¹³ + ts ɿ ⁰	526 19	claw/爪 _-child:SUF/子	i n t + i n t		爪 子	
2473	Suzhou		claw	tɕiɑʔ⁴ tsæ⁵²	tɕjɑʔ⁴+tsæ⁵²	tɕ j ɑ ʔ ⁴ + ts æ ⁵²	527 526	_foot/脚 claw/爪	i m n c t + i n t		脚 爪	
2474	Wenzhou		claw	tɕia⁴¹⁻² tsuɔ²⁴²⁻²⁴	tɕja⁴¹+tswɔ²⁴²	tɕ j a ⁴¹ + ts w ɔ ²⁴²	527 526	_foot/脚 claw/爪	i m n t + i m n t		脚 爪	
2475	Changsha		claw	tsau⁴¹	tsau⁴¹	ts au ⁴¹	526	claw/爪	i n t		爪	
2476	Changsha		claw	tsau⁴¹ tsɿ⁰	tsau⁴¹+tsɿ⁰	ts au ⁴¹ + ts ɿ ⁰	526 19	claw/爪 _-child:SUF/子	i n t + i n t		爪 子	
2477	Loudi		claw	tsɤ⁴² tsɿ⁰	tsɤ⁴²+tsɿ⁰	ts ɤ ⁴² + ts ɿ ⁰	526 19	claw/爪 _-child:SUF/子	i n t + i n t		爪 子	
2478	Nanchang		claw	tsua²¹³ tsɿ⁰	tswa²¹³+tsɿ⁰	ts w a ²¹³ + ts ɿ ⁰	526 19	claw/爪 _-child:SUF/子	i m n t + i n t		爪 子	
2479	Meixian		claw	tsau³¹	tsau³¹	ts au ³¹	526	claw/爪	i n t		爪	
2480	Guilin		claw	tsɑu²³ tse²³⁻³³	tsɑu²³+tse²³	ts ɑu ²³ + ts e ²³	526 19	claw/爪 _-child:SUF/子	i n t + i n t		爪 子	
2481	Guangzhou		claw	tsau³⁵	tsau³⁵	ts au ³⁵	526	claw/爪	i n t		爪	
2482	Fuzhou		claw	kʰa⁵⁵⁻⁵³ tsau³²	kʰa⁵⁵+tsau³²	kʰ a ⁵⁵ + ts au ³²	527 526	_foot/脚 claw/爪	i n t + i n t		脚 爪	
2483	Fuzhou		claw	tsau³²	tsau³²	ts au ³²	526	claw/爪	i n t		爪	
2484	Xiamen		claw	gɔ²²⁻²¹ niãu⁵³⁻⁵⁵ liŋ²⁴	gɔ²²+njãu⁵³+liŋ²⁴	g ɔ ²² + n j ãu ⁵³ + l i ŋ ²⁴	324 526 528	five/五 claw/爪 dragon/龙	i n t + i m n t + i n c t		五 爪 龙	
2485	Beijing		turn	tʂuan²¹³	ʈʂwan²¹³	ʈʂ w a n ²¹³	529	turn/转	i m n c t		转	
2486	Ha_erbin		turn	tʂuan²¹³	ʈʂwan²¹³	ʈʂ w a n ²¹³	529	turn/转	i m n c t		转	
2487	Jinan		turn	tʂuæ̃⁴⁵	ʈʂwæ̃⁴⁵	ʈʂ w æ̃ ⁴⁵	529	turn/转	i m n t		转	
2488	Rongcheng		turn	tʂuɐn²¹⁴	ʈʂwɐn²¹⁴	ʈʂ w ɐ n ²¹⁴	529	turn/转	i m n c t		转	
2489	Taiyuan		turn	tsuæ̃⁴⁵	tswæ̃⁴⁵	ts w æ̃ ⁴⁵	529	turn/转	i m n t		转	
2490	Xi_an		turn	pfæ̃⁵³	pfæ̃⁵³	pf æ̃ ⁵³	529	turn/转	i n t		转	
2491	Xi_an		turn	pfæ̃⁴⁴	pfæ̃⁴⁴	pf æ̃ ⁴⁴	529	turn/转	i n t		转	
2492	Chengdu		turn	tsuan²¹³	tswan²¹³	ts w a n ²¹³	529	turn/转	i m n c t		转	
2493	Nanjing		turn	tsuɑ̃¹¹	tswɑ̃¹¹	ts w ɑ̃ ¹¹	529	turn/转	i m n t		转	
2494	Nanjing		turn	tsuɑ̃⁴⁴	tswɑ̃⁴⁴	ts w ɑ̃ ⁴⁴	529	turn/转	i m n t		转	
2495	Jixi		turn	tɕyẽ²¹³	tɕɥẽ²¹³	tɕ ɥ ẽ ²¹³	529	turn/转	i m n t		转	
2496	Jixi		turn	tɕyẽ³⁵	tɕɥẽ³⁵	tɕ ɥ ẽ ³⁵	529	turn/转	i m n t		转	
2497	Suzhou		turn	tsø⁴¹²	tsø⁴¹²	ts ø ⁴¹²	529	turn/转	i n t		转	
2498	Suzhou		turn	tsø⁵²	tsø⁵²	ts ø ⁵²	529	turn/转	i n t		转	
2499	Wenzhou		turn	tɕy²⁴	tɕy²⁴	tɕ y ²⁴	529	turn/转	i n t		转	
2500	Changsha		turn	tɕuẽ⁵⁵	tɕwẽ⁵⁵	tɕ w ẽ ⁵⁵	529	turn/转	i m n t		转	
2501	Changsha		turn	tɕyẽ⁴¹	tɕɥẽ⁴¹	tɕ ɥ ẽ ⁴¹	529	turn/转	i m n t		转	
2502	Loudi		turn	tɕyĩ³⁵	tɕɥĩ³⁵	tɕ ɥ ĩ ³⁵	529	turn/转	i m n t		转	
2503	Loudi		turn	tɕyĩ⁴²	tɕɥĩ⁴²	tɕ ɥ ĩ ⁴²	529	turn/转	i m n t		转	
2504	Nanchang		turn	tson²¹³	tson²¹³	ts o n ²¹³	529	turn/转	i n c t		转	
2505	Nanchang		turn	tson⁴⁵	tson⁴⁵	ts o n ⁴⁵	529	turn/转	i n c t		转	
2506	Meixian		turn	tson³¹	tson³¹	ts o n ³¹	529	turn/转	i n c t		转	
2507	Guilin		turn	tsuã²³	tswã²³	ts w ã ²³	529	turn/转	i m n t		转	
2508	Guangzhou		turn	tsyn³³	tsyn³³	ts y n ³³	529	turn/转	i n c t		转	
2509	Guangzhou		turn	tsyn³⁵	tsyn³⁵	ts y n ³⁵/³³	529	turn/转	i n c t		转	
2510	Fuzhou		turn	pɛ³² lɛ³²	pɛ³²+lɛ³²	p ɛ ³² + l ɛ ³²	209 530	turn/擺 _turn/𠲥	i n t + i n t		擺 𠲥	
2511	Fuzhou		turn	tuoŋ³²	twoŋ³²	t w o ŋ ³²	529	turn/转	i m n c t		转	
2512	Xiamen		turn	tsuan⁵³	tswan⁵³	ts w a n ⁵³	529	turn/转	i m n c t		转	
2513	Beijing		walk	tsou²¹³	tsou²¹³	ts ou ²¹³	531	walk/走	i n t		走	
2514	Ha_erbin		walk	tsou²¹³	tsou²¹³	ts ou ²¹³	531	walk/走	i n t		走	
2515	Jinan		walk	tsou⁴⁵	tsou⁴⁵	ts ou ⁴⁵	531	walk/走	i n t		走	
2516	Rongcheng		walk	tsou²¹⁴	tsou²¹⁴	ts ou ²¹⁴	531	walk/走	i n t		走	
2517	Taiyuan		walk	tsəu⁵³	tsəu⁵³	ts əu ⁵³	531	walk/走	i n t		走	
2518	Xi_an		walk	tsou⁵³	tsou⁵³	ts ou ⁵³	531	walk/走	i n t		走	
2519	Chengdu		walk	tsəu⁵³	tsəu⁵³	ts əu ⁵³	531	walk/走	i n t		走	
2520	Nanjing		walk	tsəɯ¹¹	tsəɯ¹¹	ts əɯ ¹¹	531	walk/走	i n t		走	
2521	Jixi		walk	xẽ⁴⁴	xẽ⁴⁴	x ẽ ⁴⁴	532	walk/行	i n t		行	
2522	Suzhou		walk	bæ¹³	bæ¹³	b æ ¹³	533	WALK	i n t		跑	
2523	Wenzhou		walk	tsau²⁴	tsau²⁴	ts au ²⁴	531	walk/走	i n t		走	
2524	Changsha		walk	tsəu⁴¹	tsəu⁴¹	ts əu ⁴¹	531	walk/走	i n t		走	
2525	Loudi		walk	tɕio⁴²	tɕio⁴²	tɕ io ⁴²	531	walk/走	i n t		走	
2526	Nanchang		walk	tsɛu²¹³	tsɛu²¹³	ts ɛu ²¹³	531	walk/走	i n t		走	
2527	Meixian		walk	hin¹¹	hin¹¹	h i n ¹¹	532	walk/行	i n c t		行	
2528	Guilin		walk	xei²²	xei²²	x ei ²²	532	walk/行	i n t		行	
2529	Guangzhou		walk	tsɐu³⁵	tsɐu³⁵	ts ɐu ³⁵	531	walk/走	i n t		走	
2530	Fuzhou		walk	kiaŋ⁵³	kjaŋ⁵³	k j a ŋ ⁵³	532	walk/行	i m n c t		行	
2531	Xiamen		walk	kiã²⁴	kjã²⁴	k j ã ²⁴	532	walk/行	i m n t		行	
2532	Beijing		mouth	tsuei²¹³	tswei²¹³	ts w ei ²¹³	147	mouth/嘴	i m n t		嘴	
2533	Ha_erbin		mouth	tsuei²¹³	tswei²¹³	ts w ei ²¹³	147	mouth/嘴	i m n t		嘴	
2534	Ha_erbin		mouth	tsuei²¹³⁻²¹ pa⁰	tswei²¹³+pa⁰	ts w ei ²¹³ + p a ⁰	147 309	mouth/嘴 _-:suffix/巴	i m n t + i n t		嘴 巴	
2535	Jinan		mouth	tsuei⁴⁵	tswei⁴⁵	ts w ei ⁴⁵	147	mouth/嘴	i m n t		嘴	
2536	Rongcheng		mouth	tsei²¹⁴	tsei²¹⁴	ts ei ²¹⁴	147	mouth/嘴	i n t		嘴	
2537	Taiyuan		mouth	tsuei⁵³	tswei⁵³	ts w ei ⁵³	147	mouth/嘴	i m n t		嘴	
2538	Xi_an		mouth	tsuei⁵³	tswei⁵³	ts w ei ⁵³	147	mouth/嘴	i m n t		嘴	
2539	Chengdu		mouth	tsuei⁵³⁻⁵⁵ pa⁵⁵	tswei⁵³+pa⁵⁵	ts w ei ⁵³ + p a ⁵⁵	147 309	mouth/嘴 _-:suffix/巴	i m n t + i n t		嘴 巴	
2540	Chengdu		mouth	ia²¹⁻⁵⁵ pa⁵⁵	ja²¹+pa⁵⁵	j a ²¹ + p a ⁵⁵	363 309	tooth/牙 _-:suffix/巴	i n t + i n t		牙 巴	
2541	Nanjing		mouth	tsuei¹¹	tswei¹¹	ts w ei ¹¹	147	mouth/嘴	i m n t		嘴	
2542	Nanjing		mouth	tsuei¹¹ pɑ³¹	tswei¹¹+pɑ³¹	ts w ei ¹¹ + p ɑ ³¹	147 309	mouth/嘴 _-:suffix/巴	i m n t + i n t		嘴 巴	
2543	Jixi		mouth	tɕy²¹³	tɕy²¹³	tɕ y ²¹³	147	mouth/嘴	i n t		嘴	
2544	Suzhou		mouth	tsʯ⁵²	tsʯ⁵²	ts ʯ ⁵²	147	mouth/嘴	i n t		嘴	
2545	Wenzhou		mouth	tsɿ²⁴	tsɿ²⁴	ts ɿ ²⁴	147	mouth/嘴	i n t		嘴	
2546	Changsha		mouth	tsei⁴¹	tsei⁴¹	ts ei ⁴¹	147	mouth/嘴	i n t		嘴	
2547	Loudi		mouth	tɕy⁴²	tɕy⁴²	tɕ y ⁴²	147	mouth/嘴	i n t		嘴	
2548	Nanchang		mouth	tsui²¹³	tswi²¹³	ts w i ²¹³	147	mouth/嘴	i m n t		嘴	
2549	Meixian		mouth	tsoi⁵³	tsoi⁵³	ts oi ⁵³	147	mouth/嘴	i n t		嘴	
2550	Guilin		mouth	tsuei²³	tswei²³	ts w ei ²³	147	mouth/嘴	i m n t		嘴	
2551	Guangzhou		mouth	tsøy³⁵	tsøy³⁵	ts øy ³⁵	147	mouth/嘴	i n t		嘴	
2552	Fuzhou		mouth	tsʰuoi²¹²	tsʰwoi²¹²	tsʰ w oi ²¹²	365	mouth/喙	i m n t		喙	
2553	Xiamen		mouth	tsʰui²¹	tsʰwi²¹	tsʰ w i ²¹	365	MOUTH	i m n t		喙	
2554	Beijing		leftside	tsuo²¹³⁻²¹ piɛn⁵⁵	tswo²¹³+pjɛn⁵⁵	ts w o ²¹³ + p j ɛ n ⁵⁵	534 396	left/左 _side/边	i m n t + i m n c t		左 边	
2555	Ha_erbin		leftside	tsuo²¹³⁻²¹ pian⁴⁴	tswo²¹³+pjan⁴⁴	ts w o ²¹³ + p j a n ⁴⁴	534 396	left/左 _side/边	i m n t + i m n c t		左 边	
2556	Ha_erbin		leftside	tsuo²¹³⁻²¹ piar⁴⁴ la⁰	tswo²¹³+pja⁴⁴+la⁰	ts w o ²¹³ + p j a ⁴⁴ + l a ⁰	534 396 397	left/左 _side/边 _pull/拉	i m n t + i m n t + i n t		左 边 拉	
2557	Jinan		leftside	tsuɤ³¹ piæ̃⁰	tswɤ³¹+pjæ̃⁰	ts w ɤ ³¹ + p j æ̃ ⁰	534 396	left/左 _side/边	i m n t + i m n t		左 边	
2558	Rongcheng		leftside	tsuɔ²¹⁴⁻²¹ piər⁵²	tswɔ²¹⁴+pjə⁵²	ts w ɔ ²¹⁴ + p j ə ⁵²	534 396	left/左 _side/边	i m n t + i m n t		左 边	
2559	Taiyuan		leftside	tsuɤ⁵³ mie²¹	tswɤ⁵³+mje²¹	ts w ɤ ⁵³ + m j e ²¹	534 399	left/左 _face/面	i m n t + i m n t		左 面	
2560	Xi_an		leftside	tsuo⁵³ piæ̃r²¹	tswo⁵³+pjæ̃²¹	ts w o ⁵³ + p j æ̃ ²¹	534 396	left/左 _side/边	i m n t + i m n t		左 边	
2561	Chengdu		leftside	tso⁵³⁻⁵⁵ səu⁵³	tso⁵³+səu⁵³	ts o ⁵³ + s əu ⁵³	534 182	left/左 _hand/手	i n t + i n t		左 手	
2562	Chengdu		leftside	tso⁵³⁻⁵⁵ səu⁵³ piɛn⁵⁵	tso⁵³+səu⁵³+pjɛn⁵⁵	ts o ⁵³ + s əu ⁵³ + p j ɛ n ⁵⁵	534 182 396	left/左 _hand/手 _side/边	i n t + i n t + i m n c t		左 手 边	
2563	Nanjing		leftside	tso¹¹⁻¹² pien³¹	tso¹¹+pjen³¹	ts o ¹¹ + p j e n ³¹	534 396	left/左 _side/边	i n t + i m n c t		左 边	
2564	Jixi		leftside	tsɵ²¹³⁻³¹ pẽ⁵⁵	tsɵ²¹³+pẽ⁵⁵	ts ɵ ²¹³ + p ẽ ⁵⁵	534 396	left/左 _side/边	i n t + i n t		左 边	
2565	Suzhou		leftside	tsəu⁴⁴ miɪ²³¹⁻²¹	tsəu⁴⁴+mjɪ²³¹	ts əu ⁴⁴ + m j ɪ ²³¹	534 399	left/左 _face/面	i n t + i m n t		左 面	
2566	Suzhou		leftside	tsi⁴¹²⁻⁴⁴ miɪ²³¹⁻²¹	tsi⁴¹²+mjɪ²³¹	ts i ⁴¹² + m j ɪ ²³¹	535 399	left/济 _face/面	i n t + i m n t		济 面	
2567	Wenzhou		leftside	tsɤu²⁴²⁻²⁴ pi⁴⁴⁻⁴	tsɤu²⁴²+pi⁴⁴	ts ɤu ²⁴² + p i ⁴⁴	534 396	left/左 _side/边	i n t + i n t		左 边	
2568	Changsha		leftside	tso⁴¹⁻⁴⁴ piẽ³³	tso⁴¹+pjẽ³³	ts o ⁴¹ + p j ẽ ³³	534 396	left/左 _side/边	i n t + i m n t		左 边	
2569	Loudi		leftside	tso³⁵ ɕio⁴²⁻¹ piæ⁴⁴⁻³³	tso³⁵+ɕio⁴²+pjæ⁴⁴	ts o ³⁵ + ɕ io ⁴² + p j æ ⁴⁴	534 182 396	left/左 _hand/手 _side/边	i n t + i n t + i m n t		左 手 边	
2570	Nanchang		leftside	tso²¹³ piɛn⁴²	tso²¹³+pjɛn⁴²	ts o ²¹³ + p j ɛ n ⁴²	534 396	left/左 _side/边	i n t + i m n c t		左 边	
2571	Meixian		leftside	tso³¹ pien³³⁻³⁵ ne⁰	tso³¹+pjen³³+ne⁰	ts o ³¹ + p j e n ³³ + n e ⁰	534 396 781	left/左 _side/边 _-:suffix/na	i n t + i m n c t + i n t		左 边 ne	
2572	Guilin		leftside	tsu²³ piã⁴²⁻²²	tsu²³+pjã⁴²	ts u ²³ + p j ã ⁴²	534 396	left/左 _side/边	i n t + i m n t		左 边	
2573	Guangzhou		leftside	tsɔ³⁵ pin⁵³	tsɔ³⁵+pin⁵³	ts ɔ ³⁵ + p i n ⁵³	534 396	left/左 _side/边	i n t + i n c t		左 边	
2574	Fuzhou		leftside	sieu³²⁻²¹ βɛiŋ⁵⁵	sjeu³²+βɛiŋ⁵⁵	s j eu ³² + β ɛi ŋ ⁵⁵	49 396	small/小 _side/边	i m n t + i n c t		小 边	
2575	Xiamen		leftside	to⁵³ piŋ²⁴	to⁵³+piŋ²⁴	t o ⁵³ + p i ŋ ²⁴	23 400	fall.down/倒 _side/片	i n t + i n c t		倒 片	
2576	Beijing		sit	tsuo⁵¹	tswo⁵¹	ts w o ⁵¹	536	sit/坐	i m n t		坐	
2577	Ha_erbin		sit	tsuo⁵³	tswo⁵³	ts w o ⁵³	536	sit/坐	i m n t		坐	
2578	Jinan		sit	tsuɤ³¹	tswɤ³¹	ts w ɤ ³¹	536	sit/坐	i m n t		坐	
2579	Rongcheng		sit	tsuɔ³³⁴	tswɔ³³⁴	ts w ɔ ³³⁴	536	sit/坐	i m n t		坐	
2580	Taiyuan		sit	tsuɤ⁴⁵	tswɤ⁴⁵	ts w ɤ ⁴⁵	536	sit/坐	i m n t		坐	
2581	Xi_an		sit	tsuo⁴⁴	tswo⁴⁴	ts w o ⁴⁴	536	sit/坐	i m n t		坐	
2582	Chengdu		sit	tso²¹³	tso²¹³	ts o ²¹³	536	sit/坐	i n t		坐	
2583	Nanjing		sit	tso⁴⁴	tso⁴⁴	ts o ⁴⁴	536	sit/坐	i n t		坐	
2584	Jixi		sit	kʰui²¹³	kʰwi²¹³	kʰ w i ²¹³	537	kneel/跪	i m n t		跪	
2585	Suzhou		sit	zəu²³¹	zəu²³¹	z əu ²³¹	536	sit/坐	i n t		坐	
2586	Wenzhou		sit	zo²⁴	zo²⁴	z o ²⁴	536	sit/坐	i n t		坐	
2587	Changsha		sit	tso¹¹	tso¹¹	ts o ¹¹	536	sit/坐	i n t		坐	
2588	Loudi		sit	tsʰo¹¹	tsʰo¹¹	tsʰ o ¹¹	536	sit/坐	i n t		坐	
2589	Nanchang		sit	tsʰo²¹	tsʰo²¹	tsʰ o ²¹	536	sit/坐	i n t		坐	
2590	Meixian		sit	tsʰo³³	tsʰo³³	tsʰ o ³³	536	sit/坐	i n t		坐	
2591	Guilin		sit	tsuo²³	tswo²³	ts w o ²³	536	sit/坐	i m n t		坐	
2592	Guangzhou		sit	tsʰɔ²²	tsʰɔ²²	tsʰ ɔ ²²	536	sit/坐	i n t		坐	
2593	Fuzhou		sit	sɔy²⁴²	sɔy²⁴²	s ɔy ²⁴²	536	sit/坐	i n t		坐	
2594	Xiamen		sit	tse²²	tse²²	ts e ²²	536	sit/坐	i n t		坐	
2595	Beijing		guts	tʂʰɑŋ³⁵ tsɿ⁰	ʈʂʰɑŋ³⁵+tsɿ⁰	ʈʂʰ ɑ ŋ ³⁵ + ts ɿ ⁰	538 19	guts/腸 _-child:SUF/子	i n c t + i n t		腸 子	
2596	Ha_erbin		guts	tʂʰaŋ²⁴ tsɿ⁰	ʈʂʰaŋ²⁴+tsɿ⁰	ʈʂʰ a ŋ ²⁴ + ts ɿ ⁰	538 19	guts/腸 _-child:SUF/子	i n c t + i n t		腸 子	
2597	Jinan		guts	tʂʰɑŋ⁵³⁻⁴⁵ tsɿ⁰	ʈʂʰɑŋ⁵³+tsɿ⁰	ʈʂʰ ɑ ŋ ⁵³ + ts ɿ ⁰	538 19	guts/腸 _-child:SUF/子	i n c t + i n t		腸 子	
2598	Rongcheng		guts	tʂaŋ³⁵ tsɿ⁰	ʈʂaŋ³⁵+tsɿ⁰	ʈʂ a ŋ ³⁵ + ts ɿ ⁰	538 19	guts/腸 _-child:SUF/子	i n c t + i n t		腸 子	
2599	Taiyuan		guts	tsʰɒ̃²¹ tsəʔ⁰	tsʰɒ̃²¹+tsəʔ⁰	tsʰ ɒ̃ ²¹ + ts ə ʔ ⁰	538 19	guts/腸 _-child:SUF/子	i n t + i n c t		腸 子	
2600	Xi_an		guts	tʂʰɑŋ²⁴	ʈʂʰɑŋ²⁴	ʈʂʰ ɑ ŋ ²⁴	538	guts/腸	i n c t		腸	
2601	Xi_an		guts	tʂʰɑŋ²⁴ tsɿ⁰	ʈʂʰɑŋ²⁴+tsɿ⁰	ʈʂʰ ɑ ŋ ²⁴ + ts ɿ ⁰	538 19	guts/腸 _-child:SUF/子	i n c t + i n t		腸 子	
2602	Chengdu		guts	tsʰaŋ²¹⁻⁵⁵ tsɿ⁵³	tsʰaŋ²¹+tsɿ⁵³	tsʰ a ŋ ²¹ + ts ɿ ⁵³	538 19	guts/腸 _-child:SUF/子	i n c t + i n t		腸 子	
2603	Nanjing		guts	tsʰɑ̃¹³⁻¹¹ tsɿ⁰	tsʰɑ̃¹³+tsɿ⁰	tsʰ ɑ̃ ¹³ + ts ɿ ⁰	538 19	guts/腸 _-child:SUF/子	i n t + i n t		腸 子	
2604	Jixi		guts	tɕʰiõ⁵⁵	tɕʰjõ⁵⁵	tɕʰ j õ ⁵⁵	538	guts/腸	i m n t		腸	
2605	Suzhou		guts	dəu²³¹⁻²² ã¹³⁻³¹	dəu²³¹+ã¹³	d əu ²³¹ + ã ¹³	278 831	belly/肚 _guts/?	i n t + n t		肚 腸	
2606	Wenzhou		guts	døy²⁴⁻⁴² dʑi³⁴¹⁻²¹	døy²⁴+dʑi³⁴¹	d øy ²⁴ + dʑ i ³⁴¹	278 830	belly/肚 _guts/?	i n t + i n t		肚 腸	
2607	Changsha		guts	tsan¹³ tsɿ⁰	tsan¹³+tsɿ⁰	ts a n ¹³ + ts ɿ ⁰	538 19	guts/腸 _-child:SUF/子	i n c t + i n t		腸 子	
2608	Loudi		guts	tʰɔŋ¹³	tʰɔŋ¹³	tʰ ɔ ŋ ¹³	538	guts/腸	i n c t		腸	
2609	Nanchang		guts	tsʰɔŋ²⁴ tsɿ⁰	tsʰɔŋ²⁴+tsɿ⁰	tsʰ ɔ ŋ ²⁴ + ts ɿ ⁰	538 19	guts/腸 _-child:SUF/子	i n c t + i n t		腸 子	
2610	Meixian		guts	tsʰoŋ¹¹ ŋe⁰	tsʰoŋ¹¹+ŋe⁰	tsʰ o ŋ ¹¹ + ŋ e ⁰	538 782	guts/腸 _-:suffix/ŋe	i n c t + i n t		腸 ?	
2611	Guilin		guts	tsɑŋ²² tse²³⁻³³	tsɑŋ²²+tse²³	ts ɑ ŋ ²² + ts e ²³	538 19	guts/腸 _-child:SUF/子	i n c t + i n t		腸 子	
2612	Guangzhou		guts	tsʰœŋ²¹	tsʰœŋ²¹	tsʰ œ ŋ ²¹	538	guts/腸	i n c t		腸	
2613	Fuzhou		guts	tuoŋ⁵³	twoŋ⁵³	t w o ŋ ⁵³	538	guts/腸	i m n c t		腸	
2614	Xiamen		guts	tŋ̍²⁴⁻²² ŋa⁵³	tŋ̍²⁴+ŋa⁵³	t Ø/ə ŋ̍/n ²⁴ + ŋ/Ø a ⁵³	538 797	guts/腸 _:SUF/仔	i n c t + i n t		腸 仔	
2615	Beijing		sing	tʂʰɑŋ⁵¹	ʈʂʰɑŋ⁵¹	ʈʂʰ ɑ ŋ ⁵¹	539	sing/唱	i n c t		唱	
2616	Ha_erbin		sing	tʂʰaŋ⁵³	ʈʂʰaŋ⁵³	ʈʂʰ a ŋ ⁵³	539	sing/唱	i n c t		唱	
2617	Jinan		sing	tʂʰɑŋ³¹	ʈʂʰɑŋ³¹	ʈʂʰ ɑ ŋ ³¹	539	sing/唱	i n c t		唱	
2618	Rongcheng		sing	tʂʰaŋ³³⁴	ʈʂʰaŋ³³⁴	ʈʂʰ a ŋ ³³⁴	539	sing/唱	i n c t		唱	
2619	Taiyuan		sing	tsʰɒ̃⁴⁵	tsʰɒ̃⁴⁵	tsʰ ɒ̃ ⁴⁵	539	sing/唱	i n t		唱	
2620	Xi_an		sing	tʂʰɑŋ⁴⁴	ʈʂʰɑŋ⁴⁴	ʈʂʰ ɑ ŋ ⁴⁴	539	sing/唱	i n c t		唱	
2621	Chengdu		sing	tsʰaŋ²¹³	tsʰaŋ²¹³	tsʰ a ŋ ²¹³	539	sing/唱	i n c t		唱	
2622	Nanjing		sing	tsʰɑ̃⁴⁴	tsʰɑ̃⁴⁴	tsʰ ɑ̃ ⁴⁴	539	sing/唱	i n t		唱	
2623	Jixi		sing	tɕʰiõ³⁵	tɕʰjõ³⁵	tɕʰ j õ ³⁵	539	sing/唱	i m n t		唱	
2624	Suzhou		sing	tsʰɑ̃⁴¹²	tsʰɑ̃⁴¹²	tsʰ ɑ̃ ⁴¹²	539	sing/唱	i n t		唱	
2625	Wenzhou		sing	tɕʰi⁵¹	tɕʰi⁵¹	tɕʰ i ⁵¹	539	sing/唱	i n t		唱	
2626	Changsha		sing	tsʰan⁵⁵	tsʰan⁵⁵	tsʰ a n ⁵⁵	539	sing/唱	i n c t		唱	
2627	Loudi		sing	tʰɔŋ³⁵	tʰɔŋ³⁵	tʰ ɔ ŋ ³⁵	539	sing/唱	i n c t		唱	
2628	Nanchang		sing	tsʰɔŋ²¹³	tsʰɔŋ²¹³	tsʰ ɔ ŋ ²¹³	539	sing/唱	i n c t		唱	
2629	Meixian		sing	tsʰoŋ⁵³	tsʰoŋ⁵³	tsʰ o ŋ ⁵³	539	sing/唱	i n c t		唱	
2630	Guilin		sing	tsʰɑŋ²⁵	tsʰɑŋ²⁵	tsʰ ɑ ŋ ²⁵	539	sing/唱	i n c t		唱	
2631	Guangzhou		sing	tsʰœŋ³³	tsʰœŋ³³	tsʰ œ ŋ ³³	539	sing/唱	i n c t		唱	
2632	Fuzhou		sing	tsʰuoŋ²¹²	tsʰwoŋ²¹²	tsʰ w o ŋ ²¹²	539	sing/唱	i m n c t		唱	
2633	Xiamen		sing	tsʰiũ²¹	tsʰjũ²¹	tsʰ j ũ ²¹	539	sing/唱	i m n t		唱	
2634	Beijing		dust	tʂʰən³⁵ tʰu²¹⁴	ʈʂʰən³⁵+tʰu²¹⁴	ʈʂʰ ə n ³⁵ + tʰ u ²¹⁴	540 264	dust/塵 soil/土	i n c t + i n t		塵 土	
